,레시피일련번호,레시피제목,요리명,등록자ID,등록자명,조회수,추천수,스크랩수,요리방법,요리상황,요리재료별명,요리종류,요리소개,요리재료들,요리인분,요리난이도,요리시간,최초등록일,ingre1
346,6931168,어린이날간식/바지락 로제파스타,바지락로제파스타,loveshine707,쿡따라,744,0,23,볶음,간식,해물류,면/만두,간단하게 만들어 먹을 수 있는 로제파스타입니다 바지락 넣고 간편하게 만들었는데 로제파스타와 오일파스타 2가지맛 모두 즐길수 있어요~ 아이들 좋아하는 콘치즈 곁들어 먹으면 아이들 입맛 사로잡기 딱인 스파게티입니다^^*,[재료] 스파게티면 1인분| 시판 로제소스 1컵| 바지락 10여개| 마늘 3톨| 페페론치노 5개| 올리브유 약간| 소금| 후추 약간씩,1인분,초급,15분이내,2.02E+13," 스파게티면, 로제소스, 바지락, 마늘, 페페론치노, 올리브오일, 소금, 후추"
347,6931169,쉬운반찬~대파가 무우를 만난다면 대파깍두기!,대파깍두기,37279613,왕눈이의맛있는이야기,2578,0,31,무침,일상,채소류,김치/젓갈/장류,대파와 무우로 간단하게 깍두기를 만들어봤어요,[재료] 무우 큰것1개| 대파 3~4개| 굵은절임용 소금 2큰술 [양념] 고추가루 4큰술| 다진마늘 2큰술| 뉴슈가 조금| 멸치액젓 4큰술| 통깨 큰술,6인분이상,아무나,60분이내,2.02E+13," 무우, 대파, 소금, 고춧가루, 다진마늘, 뉴슈가, 멸치액젓, 통깨"
348,6931171,[어린이날 초스피드 치즈케익 만들기] 3세 둥이와 함께 만드는 치즈케익 놀이쿠킹♡ 요리덕후 미국인이 알려준 치즈케익,치즈케익,89602310,귀요리,371,0,7,굽기,간식,달걀/유제품,빵,만 3세 둥이들도 만드는 초간단 치즈케익! 만드는 영상은 유튜브에! 아이들이 다이제와 오레오를 부수는 동안 커피 한 잔의 여유를♡ 아이들이 반죽을 섞는 동안 만개의 레시피 구경하는 여유를♡ 아이들이 치즈케익 먹기 삼매경인 동안 제 유튜브 구경하실 여유를♡  어린이날 선물로 아이들에게는 정말 맛있는 케익과 신나는 놀이쿠킹을  육아피플에게는 여유를 선물하는 초간단 치즈케익 레시피입니다♡  아이들이 거의 다 하는 레시피라 수준도 초급이 아닌 '아무나'로 지정합니다,[재료] 크림치즈 300g| 사워크림 250g| 버터 42g| 달걀 3개| 바닐라익스트랙 3ㅡ4방울| 설탕 1/2컵| 다이제 9조각| 오레오 1통| 식물성기름 약간,4인분,아무나,60분이내,2.02E+13," 크림치즈, 사워크림, 버터, 달걀, 바닐라익스트랙, 설탕, 다이제, 오레오, 식물성기름"
349,6931172,병아리콩자반,병아리콩자반,14011877,가을유랑,1470,0,13,조림,영양식,콩/견과류,밑반찬,병아리콩을 왕창산 김에 건강히 먹을 밑반찬을 만들어 보았습니다.,[재료] 병아리콩 500mL| 표고버섯칩 1/2줌 [양념] 물 1L| 진간장 4T| 국간장 1t| 올리고당 2T| 매실청 2T| 생강가루 조금| 깨소금 조금,6인분이상,초급,90분이내,2.02E+13," 병아리콩, 표고버섯칩, 물, 진간장, 국간장, 올리고당, 매실청, 생강가루, 깨소금"
350,6931178,제철요리 제철 왕바지락으로 조개젓 담그는 비법 비린맛없는 조개젓무침,조개젓무침,92174683,요리톡톡 맛톡톡,1607,0,14,무침,일상,해물류,밑반찬,요즘 제철인 해산물중 하나가 바지락이죠 그것도 왕바지락  그래서 왕바지락을 사서 직접 까는 수고도 감수 하면서 조개젓을 담궜어요  실은 조개젓을 사서 무쳐먹을려고 사려갔는데 점점 조개젓이 자잘해지고 짜고 맛도없어 직접 담가본거죠  바지락 까는게 수월친 않고 힘들었지만 결과물을 보니 진짜 잘한거 같아요  일단 크기가 너무 좋고요 직접 담궈 깔끔하고요 짜지도 않고 제가 원하는 딱 그런맛이라 대만족 이였죠  특히 무쳤을때 비린맛이 전혀 없어 너무 맛있어요 갓 무쳐 먹는대도 이런맛이 난다는게 태어나 첨 알았다는ㅋㅋ 거기에 크기도 사먹는거에 두세배는 될듯  하고 탱글탱글 살아 있어요  직접 담궈먹으면 여태 먹었던 조개젓이 무엇이었는지 생각조차 안나게 만드는  왕바지락살로 만든 조개젓  밥도둑 최강이겠죠^^  오늘도 건강 유의하세요~♡ ,[재료] 왕 바지락 3Kg| 굵은소금 4T| 소주 2T| 청양고추 11개 [양념] 고추가루 3T| 마늘 1T| 조미료 1t| 파| 통깨,6인분이상,중급,2시간이상,2.02E+13,"바지락, 소금, 소주, 청양고추, 고춧가루, 마늘, 조미료, 파, 통깨"
351,6931179,< 밥반찬 > 새송이버섯 크래미전 / 맛살부침개,새송이버섯크래미전,30810305,요리조이,1649,0,38,부침,일상,채소류,밑반찬,알록달록해서 먹어보니 쫄깃하게 짭조름한 맛있는 밥반찬이더군요,[재료] 크래미 3개| 새송이버섯 1.5개| 달걀 3개| 밀가루 2T [양념] 소금 1/2t| 멸치액젓 1T,3인분,초급,15분이내,2.02E+13," 크래미, 새송이버섯, 달걀, 밀가루, 소금, 멸치액젓"
352,6931185,어린이날 간식 메추리알샌드위치 만드는 법,메추리알샌드위치,qkrfp458,레몬콩,278,0,10,기타,간식,달걀/유제품,빵,저는 개인적으로 샌드위치를 참 좋아하는 편이라서 편의점을 가도 샌드위치를 사고 배달을 해도 샌드위치를 참 자주 배달해먹어요 그리고 당연히 집에서도 자주 만들어 먹구요! 그래서 이번에는 아이들과 함께 만들 수 있는 메추리알샌드위치 만드는 법을 알려드릴려고 해요~야채도 가득 들었구 맛도 있어서 간식으로나 식사로 참 좋답니다!,[재료] 식빵 or모닝빵 10장or10개| 메추리알 24개| 오이 1개| 당근 1/2개| 양파 1/2개| 맛살 2개| 마요네즈 4T| 머스터드 2T| 케첩 2T,4인분,아무나,60분이내,2.02E+13," 식빵, 메추리알, 오이, 당근, 양파, 맛살, 마요네즈, 머스터드소스, 케찹"
353,6931191,도라지 양념구이 볶음인가?,도라지양념구이,kpmj1,바겨사,2520,0,39,굽기,일상,채소류,밑반찬,엄마가 해주셨던 도라지 양념구이가 먹고 싶어서 마트에서 도라지를 사 왔어요. 통으로 된 걸 사 와야 하는데 파는건 잘라놓은거 밖에 없더라고요. 아쉽지만 그걸 사 왔지요. 나는 도라지 양념구이가 먹고 싶었는데 왜 하고 나니 도라지볶음 맛이...... ^^;;; 그래도 양념구이라고 우겨보렵니다. ?,[재료] 도라지 240g| 파| 통깨| 기름| 소금물| 고춧가루 2T| 매실청 2T| 간장 1T| 설탕 1T| 간마늘 1T| 들기름 1T| 후추 톡톡톡| 고추장 1T,2인분,초급,15분이내,2.02E+13," 도라지, 파, 통깨, 기름, 소금물, 고춧가루, 매실청, 간장, 설탕, 다진마늘, 들기름, 후추, 고추장"
354,6931199,어린이날 간식! 에어프라이기로 실패없는 녹차버터쿠키 만들기♬,녹차버터쿠키,22574429,영양사밍글,2954,0,104,굽기,간식,밀가루,과자,오븐이 없어도 가능한 노오븐 레시피!! 베이킹 처음 도전해본 영양사 밍글도 성공한 녹차버터쿠키만들기입니다!,[주재료] 박력분 110g| 녹차가루 21g| 설탕 35g| 버터 108g| 계란 1개| 우유 약간 [준비물] 에어프라이기| 종이호일| 일회용비닐| 거품기수동,6인분이상,초급,60분이내,2.02E+13," 박력분, 녹차가루, 설탕, 버터, 달걀, 우유"
355,6931201,홍합꽈리고추볶음만들기,홍합꽈리고추볶음,kshchs326,캔캔맘,860,0,10,볶음,일상,해물류,메인반찬,홍합 꽈리고추 볶음 만들기 건홍합꽈리고추볶음 레시피  안녕하세요! 남편을 위한 반찬이에요. 고추반찬을 좋아라해서 멸치 볶아도 주고  새우나 견과류도 넣고 볶아두 주고 하지요. ?오늘은 건홍합을 넣고 볶아 봤어요. 몸에도 좋구 씹는 맛이 좋아 자주 만든답니다. 홍합과 꽈리고추만 있으면 정말 손쉽게 만들수 있어요.,[재료] 건홍합150g| 꽈리고추150g| 소금1t| 진간장2T| 설탕1T| 물엿1T| 올리브유1t| 참기름1t| 참깨1T,6인분이상,초급,15분이내,2.02E+13," 건홍합, 꽈리고추, 소금, 진간장, 설탕, 물엿, 올리브유, 참기름, 참깨"
356,6931211,<아이들반찬>쫄깃한 채소가지볶음!,채소가지볶음,37279613,왕눈이의맛있는이야기,22399,0,899,볶음,일상,채소류,밑반찬,물컹 거리는 식감의 가지볶음~저리비켜! 쫄깃하게 맛있는 채소가 두루두루 들어간 가지볶음이네요,[재료] 가지 3개| 양파 1/2개| 당근 1/2개| 청양고추 2개| 꽃소금 1큰술 [양념] 간장 2큰술| 다진마늘 1큰술| 올리브유 2~3큰술| 다진파 2큰술| 굴소스 1큰술| 올리고당 1큰술반| 참기름 1큰술| 통깨 1큰술,4인분,아무나,15분이내,2.02E+13," 가지, 양파, 당근, 청양고추, 소금, 간장, 다진마늘, 올리브오일, 대파, 굴소스, 올리고당, 참기름, 통깨"
357,6931212,크래미 가지전 # 가지 맛살부침개,가지맛살부침개,30810305,요리조이,3518,0,60,부침,일상,채소류,밑반찬,가지와 크래미의 만남 그리고 맛남 ! 엄지척 으쓱,[재료] 가지 1개| 크래미 3개| 달걀 2개| 밀가루 5T [양념] 소금 1/4T| 멸치액젓 1T,5인분,초급,15분이내,2.02E+13," 가지, 크래미, 달걀, 밀가루, 소금, 멸치액젓"
358,6931217,♥[신혼밥상] 오징어 미나리무침,오징어미나리무침,fkaldbs,행복한윤블리네,1055,0,66,무침,일상,채소류,메인반찬,봄향기를 느낄 수 있는 반찬! 원기회복 오징어~ 피를 맑게 해주는 미나리의 궁합 밥 도둑*술 도둑이 따로 없는 맛이네요.  ,[재료] 오징어 2마리| 미나리 1줌| 고추장 1/2숟가락| 고춧가루 2숟가락| 간장 1숟가락| 설탕 0.5숟가락| 식초 1숟가락| 매실액 1숟가락| 다진마늘 1/2숟가락| 올리고당 1바퀴| 통깨 1숟가락| 참기름 1숟가락,2인분,초급,,2.02E+13," 오징어, 미나리, 고추장, 고춧가루, 간장, 설탕, 식초, 매실액, 다진마늘, 올리고당, 통깨, 참기름"
359,6931220,[어린이날간식] 딸기바나나토스트. 함께 만들어서 즐겨요~,딸기바나나토스트,chris1719,레이디스,611,0,29,굽기,,과일류,빵,버터발라 구워 꿀을 뿌린 허니토스트 위에 딸기와 바나나를 올려 후레시함이 느껴집니다~ 눈으로 즐기는 예쁜 간식! 하하호호 웃으며 즐겁게 만들어보세요~,[재료] 두툼한 식빵 2장| 바나나 1개| 딸기 5개| 버터 20g| 꿀 적당량| 피스타치오 약간,2인분,초급,10분이내,2.02E+13,"식빵, 바나나, 딸기, 버터, 꿀, 피스타치오"
360,6931224,무우생채 도시락반찬,무우생채,50111986,깻잎언니,15714,0,78,무침,일상,채소류,밑반찬,아삭하고 상큼하게 무쳤어요,[재료] 무우 300g [양념] 고추가루 1큰술 가득뜨지마세요| 식초 1+1/2큰술| 설탕 2/3큰술| 소금 1작은술 가득뜨지마세요| 다진마늘 조금| 깨 조금,4인분,아무나,30분이내,2.02E+13," 무우, 고춧가루, 식초, 설탕, 소금, 다진마늘, 깨"
361,6931228,면역력을 키우고 오독오독 식감좋은 초간단 염장 꼬시래기 무침,꼬시래기무침,khy9434,만개조아,2047,0,46,무침,일상,기타,밑반찬,건강을 위해 처음본 꼬시래기를 사서 만들어 보았어요,[재료] 염장꼬시래| 고춧가루 2T| 양파 1/2개| 다진마늘 1T| 참기름 적당히| 깨 적당히| 고추장 2T| 식초 1T,4인분,아무나,30분이내,2.02E+13," 염장꼬시래기, 고춧가루, 양파, 다진마늘, 참기름, 깨, 고추장, 식초"
362,6931237,면역력 높이는 해초반찬  모자반무침 ,모자반무침,babynut81,셔?의 꼼지락 레시피,2265,0,22,무침,초스피드,해물류,밑반찬,제주살이 중에 구입한 모자반으로 만든 반찬 ,[재료] 모자반 크게 1줌 | 무 1토막 [양념] 다진마늘 1큰술| 국간장 1큰술| 액젓(멸치 또는 까나리 또는 참치가능) 1큰술| 고추가루 1큰술| 매실청 2큰술| 식초 2큰술| 들기름 1큰술| 통깨 약간,6인분이상,아무나,10분이내,2.02E+13," 모자반, 무우, 다진마늘, 국간장, 액젓, 고춧가루, 매실청, 식초, 들기름, 통깨"
363,6931242,칠리소스 왕새우튀김,왕새우튀김,67120429,cookingkorea중식보감,932,0,28,튀김,손님접대,해물류,메인반찬,칠리새우 매콤하고 새콤달콤한 맛이 쫄깃한 새우살과 고소한 튀김이 어우러져 더욱 맛있는 요리입니다 ,[재료] 왕새우 5마리| 양상추 1/2개| 새싹순 1줌| 마른전분 100그램| 계란 1개| 밀가루 30그램 [양념] 고추기름 2큰술| 맛술 2큰술| 케찹 5큰술| 설탕 5큰술| 식초 2큰술| 두반장 1큰술| 핫소스 2큰술| 마늘 편 2큰술| 대파 1개| 청양고추 2개| 홍고추 2개| 후추가루 조금| 참기름 1큰술,5인분,초급,30분이내,2.02E+13,"새우, 양상추, 새싹순, 전분, 달걀, 밀가루, 고추기름, 맛술, 케찹, 설탕, 식초, 두반장, 핫소스, 마늘, 대파, 청양고추, 고추, 후추, 참기름"
364,6931243,만들어 먹는 BHC치즈볼 : Cheese Balls : 치즈볼 만들기 ,치즈볼,sb03036,해블랑,4460,0,98,튀김,간식,밀가루,디저트,믹스로 만드는 치즈볼 사먹으면 5개 오천원인데 가격대비 질을 훌륭하나  항상 양이 불만족스러웠던 치즈볼.. 그래서 만들었어요 헤헤,[재료] 찹쌀도나스믹스| 모짜렐라치즈| 계란 1개| 물| 식용유,3인분,초급,30분이내,2.02E+13," 찹쌀도나스믹스, 모짜렐라치즈, 달걀, 물, 식용유"
365,6931246,초간단 마약 갈릭 토스트 만들기 ,갈릭토스트,66958958,youtube줌마의반찬놀이,978,0,70,굽기,초스피드,달걀/유제품,빵,바게트 빵처럼 갈릭향이 솔솔 나면서 굉장히 중독성이 쩌는 맛!,[재료] 버터 25그램| 설탕 1+1/2T| 마늘 1+1/2t| 파슬리 약간| 식빵 2쪽| 피자치즈 본인취향껏,1인분,아무나,10분이내,2.02E+13," 버터, 설탕, 마늘, 파슬리, 식빵, 피자치즈"
366,6931259,얼갈이 겉절이 얼갈이 부추무침,얼갈이겉절이,limsu11,스마일로즈의건강밥상,5236,0,18,무침,일상,채소류,메인반찬,비가 너무 안 와서 목말라 하던 차에 어제 조금 비가 내렸어요  어찌나 반갑던지요  아침에 나가보니 비가 조금 왔다고 모종들이 방긋방긋한 것 같네요~!~  자연은 내 맘대로 안되는 거 맞지요 얼마 전에 얼갈이 솎음과 부추를 무쳐서 먹었는데 이제야 올리네요 연한 얼갈이 솎음과 부추로 무쳤더니  은근 맛있더라고요  ? ?,[재료] 얼갈이 솎음 200g | 부추 100g [재료] 고춧가루 2 큰 술 | ? 다진 마늘 1큰 술| 멸치 액젓 2 큰 술,6인분이상,초급,15분이내,2.02E+13," 얼갈이, 부추, 고춧가루, 다진마늘, 멸치액젓"
367,6931263,오이소박이에 전복을 넣어 맛이 더 풍부!! 이정현의 전복오이소박이 ★ ,전복오이소박이,gdubu33,만개의레시피,16185,0,303,무침,일상,채소류,김치/젓갈/장류,평범한 오이소박이는 놉!!!!!! 몸에 그리도 좋은 전복을 넣어 만든  아삭아삭 오이소박이 레시피!  맛과 영양을 듬뿍 넣은 이정현 레시피 따라하기 ★  세상의 모든 레시피 만개의레시피,[필수재료] 전복 3개| 오이 5개| 물 1/3종이컵| 굵은소금 1/2숟가락| 부추 1/2단| 당근 1/4개 [양념재료] 고춧가루 4숟가락| 설탕 2숟가락| 다진 마늘 1/3숟가락| 다진 양파 4숟가락| 까나리액젓 4숟가락| 통깨 1/2숟가락,6인분이상,초급,60분이내,2.02E+13," 전복, 오이, 물, 소금, 부추, 당근, 고춧가루, 설탕, 다진마늘, 양파, 까나리액젓, 통깨"
368,6931265,달콤하고 아삭한 과일 샌드위치 어린이날 간식,과일샌드위치,rh0301,lee쉐프,741,0,14,무침,간식,과일류,빵,오래 간만에 샌드위치를 만들어 봤습니다. 오늘은 집에 있는 과일을 총 동원해서 달콤하고 아삭한 과일 샌드위치입니다. 아이들 간식이나 도시락으로 좋아요. ,[재료] 식빵 4장| 아보카도 1개| 대저 토마토 1개| 바나나 1개| 참외 1/2개| 상추 2장 [양념] 마요네즈 2큰술| 고운소금 2꼬집| 허니머스타드 4작은술,2인분,아무나,15분이내,2.02E+13," 식빵, 아보카도, 토마토, 바나나, 참외, 상추, 마요네즈, 소금, 머스타드소스"
369,6931266,누구든지 쉽게 따라할 수 있는 해산물 오일 파스타!,해산물오일파스타,99272116,률TUBE,863,0,18,볶음,일상,밀가루,양식,이 레시피는 집에 해산물이 있을 때 쉽게 따라할 수 있는 요리예요! 문어 오징어 새우 게살 바지락 홍합 모시 등등 다양한 해산물이 모두 잘 어울리는 파스타로  자취생 주부 취미로 요리로 하는 사람 누구든지 쉽게 따라해볼 수 있는 요리입니다!!  저는 타코야끼를 만들고 남은 손질된 문어를 사용했어요. 새우나 조개를 이용해서도 많이 해먹는 펴이예요.,[재료] 파스타 면 80~100g| 양파 1/2개| 대파 1/3대| 마늘 3~4개| 페퍼론치노 2개| 해산물 취향껏 30~80g| 올리브오일 10ml| 드라이한 화이트와인 10ml| 소금 10~15g,1인분,초급,10분이내,2.02E+13," 파스타면, 양파, 대파, 마늘, 페퍼론치노, 해산물, 올리브오일, 화이트와인, 소금"
